Date,VIX,S&P500,Historical_Volatility,Interest_Rate,Inflation,GDP_Growth,Unemployment_Rate,Money_Supply,TED_Spread
2014-04-01,-0.5812577146866988,-1.1473017089231359,-0.44705394007373794,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-02,-0.5825867834496564,-1.1402813752326049,-0.4706465398030052,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006
2014-04-03,-0.5453737453156643,-1.143060804873566,-0.4800448436800157,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006
2014-04-04,-0.46696046275880804,-1.1739607543125659,-0.40582586099411516,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-07,-0.25298533505463633,-1.20012377449127,-0.3701002659225216,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-08,-0.3433598562371889,-1.191094013044379,-0.36535757866927837,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-09,-0.48556704519929056,-1.164708944328825,-0.3207952189681933,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-10,-0.21045602186881504,-1.215730409710047,-0.1698331005742971,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-11,-0.05894560505995847,-1.2384225277237824,-0.14671091112740361,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-14,-0.18121714281862025,-1.2189534585584167,-0.13713769778054524,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-15,-0.24766918674978056,-1.2028119316705272,-0.2032094427241463,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-16,-0.43772158370861347,-1.1775882373324298,-0.1627934390140694,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075
2014-04-17,-0.5467028140786216,-1.1742739160223563,-0.16320692798428083,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-21,-0.5613221902302324,-1.1650874144318064,-0.1581974904367237,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-22,-0.5692964760610031,-1.1550918852095042,-0.15262542946568294,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
2014-04-23,-0.5586640527043177,-1.160520286993808,-0.15990566150563434,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006
2014-04-24,-0.5520189623834775,-1.1563185679801524,-0.15912478694482446,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.3951496841362971
2014-04-25,-0.4536700286231813,-1.1761659479597355,-0.18413771979264315,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904
