VIX,S&P500,Historical_Volatility,Interest_Rate,Inflation,GDP_Growth,Unemployment_Rate,Money_Supply,TED_Spread,Cluster
-0.5812577146866988,-1.147301708923136,-0.4470539400737379,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.5825867834496564,-1.1402813752326049,-0.4706465398030052,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006,2
-0.5453737453156643,-1.143060804873566,-0.4800448436800157,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006,2
-0.466960462758808,-1.173960754312566,-0.4058258609941151,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.2529853350546363,-1.20012377449127,-0.3701002659225216,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.3433598562371889,-1.191094013044379,-0.3653575786692783,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.4855670451992905,-1.164708944328825,-0.3207952189681933,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.210456021868815,-1.215730409710047,-0.1698331005742971,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.0589456050599584,-1.2384225277237824,-0.1467109111274036,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.1812171428186202,-1.2189534585584167,-0.1371376977805452,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.2476691867497805,-1.2028119316705272,-0.2032094427241463,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.4377215837086134,-1.1775882373324298,-0.1627934390140694,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.5467028140786216,-1.1742739160223563,-0.1632069279842808,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.5613221902302324,-1.1650874144318064,-0.1581974904367237,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.5692964760610031,-1.1550918852095042,-0.1526254294656829,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.5586640527043177,-1.160520286993808,-0.1599056615056343,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006,2
-0.5520189623834775,-1.1563185679801524,-0.1591247869448244,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.3951496841362971,2
-0.4536700286231813,-1.1761659479597355,-0.1841377197926431,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.518799423713904,2
-0.4656313939958507,-1.168297401601538,-0.1850959819213944,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.5001864213509015,-1.1566839764044956,-0.2078404167210878,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.4569745539251006,2
-0.5400575970108084,-1.1493504810041744,-0.2221979355176049,-0.8183236035126356,-1.1217143646945882,0.2657168432010101,0.5367284945566205,-1.190298408812543,-0.5806242935027075,2
-0.5613221902302324,-1.1497026684611158,-0.237094953646666,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.6065095141949952,-1.1530171490599537,-0.2479888993286852,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.518799423713904,2
-0.5560060419253764,-1.1484238982646782,-0.2507868773464303,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.518799423713904,2
-0.4882250559782321,-1.1705288778947478,-0.229302036121193,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.5413866657737659,-1.1568405572593907,-0.2251589357812541,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.5373994594848939,-1.1602071252840174,-0.2435038129394713,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.6051804454320381,-1.1564882105136858,-0.2452065960595546,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.696884162124521,-1.1327782372987505,-0.2216212681756251,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.518799423713904,2
-0.7101744695131743,-1.1317344180290376,-0.2408773688717056,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.5806242935027075,2
-0.7048583212083185,-1.1433739665833562,-0.2485002646299842,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.518799423713904,2
-0.5719544868399447,-1.1664445547000732,-0.2209871556769503,-0.8183236035126356,-1.0855236419255636,0.2657168432010101,0.5894426631625722,-1.16865711681598,-0.518799423713904,2
